number,customer,description,price,country,url_addr,deadline
2019-714154,"Государственное предприятие ""УКС Дзержинского района""",выбор подрядчика на выполнение проектных и изыскательских работ по объекту «Магистральные инженерные сети к многоквартирным жилым домам в районе ул. Зеленая г. Фаниполь»,250 377.52,BLR,http://www.icetrade.by/tenders/all/view/714154,2019-06-28
2019-714148,"Государственное предприятие ""Управление капитальным строительством Круглянского района""",выбор генеральной подрядной организации для выполнения строительно-монтажных работ по объекту «Капитальный ремонт жилого дома №80 по ул.Центральная в аг.Комсеничи Круглянского района»,110 956,BLR,http://www.icetrade.by/tenders/all/view/714148,2019-06-27
2019-714145,ГУВД Мингорисполкома г. Минска,Выполнение работ по объекту «Текущий ремонт Центрального РУВД г.Минска»,750 000,BLR,http://www.icetrade.by/tenders/all/view/714145,2019-06-27
2019-714135,"Государственное предприятие ""Жилищное коммунальное хозяйство № 1 Московского района г.Минска""","Выполнение работ по текущему ремонту кровли жилых домов, в интересах   КУП ""Жилищное коммунальное хозяйство №1 Московского района г. Минска""",566 624.77,BLR,http://www.icetrade.by/tenders/all/view/714135,2019-06-28
2019-714131,"Шкловское УКП ""Жилкомхоз""",Благоустройство территории,68 000,BLR,http://www.icetrade.by/tenders/all/view/714131,2019-06-27
2019-714128,РОДДОМ № 2,Работы по текущему ремонту помещений учреждения здравоохранения «Городской клинический родильный дом №2»,415 000,BLR,http://www.icetrade.by/tenders/all/view/714128,2019-06-28
2019-714121,"РУП ""МИНСКЭНЕРГО""",Строительство объекта: «Электроснабжение микрорайона индивидуальной жилой застройки территории бывшего военного городка в г.Марьина Горка Пуховичского района (II очередь)»,2 940 568.63,BLR,http://www.icetrade.by/tenders/all/view/714121,2019-06-27
2019-714064,"Коммунальное жилищное ремонтно-эксплуатационное унитарное предприятие ""Железнодорожное""",Наплавляемый кровельный материал,16 500,BLR,http://www.icetrade.by/tenders/all/view/714064,2019-07-04
2019-714060,УО Администрации Московского района г. Минска,"Текущий ремонт асфальта на объектах, подведомственных управлению по образованию администрации Московского района г. Минска.",35 000,BLR,http://www.icetrade.by/tenders/all/view/714060,2019-06-28
2019-714029,Лидское городское унитарное предприятие жилищно-коммунального хозяйства,"Выбор проектной организации для выполнения проектных и изыскательских работ по объектам:  1-ый лот: «Устройство уличного освещения по ул.Криничная в г.Лида», 2-ой лот: «Устройство уличного освещения по ул.Центральная в г.Лида»",14 115.80,BLR,http://www.icetrade.by/tenders/all/view/714029,2019-06-27
2019-713978,"Государственное предприятие ""Жилищное коммунальное хозяйство № 1 Московского района г.Минска""","Выполнение работ по текущему ремонту наружных лестниц, расположенных на придомовых  территориях жилищного фонда коммунального унитарного предприятия «Жилищное коммунальное хозяйство №1 Московского района г. Минска»",35 461.44,BLR,http://www.icetrade.by/tenders/all/view/713978,2019-06-28
2019-713924,УКП ЖКХ,Выбор подрядной организации на выполнение работ по объекту «Капитальный ремонт ж.д. №10 по ул. Первомайской в г.  Осиповичи»,85 000,BLR,http://www.icetrade.by/tenders/all/view/713924,2019-06-26
2019-713907,Гомельский опытный лесхоз,Благоустройство территорий (укладка тротуарной плитки) лесничеств Гомельского опытного лесхоза,164 527,BLR,http://www.icetrade.by/tenders/all/view/713907,2019-06-27
2019-713903,"Коммунальное жилищное унитарное предприятие ""Чечерское""",Выбор подрядной организации для выполнения строительно-монтажных работ,124 044.16,BLR,http://www.icetrade.by/tenders/all/view/713903,2019-06-26
2019-713893,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте «Замена 5-ти лифтов в жилом доме по адресу: ул. Асаналиева, д. 4 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска»,КС265-05/191",110 000,BLR,http://www.icetrade.by/tenders/all/view/713893,2019-06-27
2019-713889,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте «Замена 6-ти лифтов в жилом доме по адресу: ул. Асаналиева, д. 8 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска»,КС264-05/191",100 800,BLR,http://www.icetrade.by/tenders/all/view/713889,2019-06-27
2019-713888,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте «Замена 8-ми лифтов в жилом доме по адресу: ул. Асаналиева, д.5 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска»,КС263-05/191",176 000,BLR,http://www.icetrade.by/tenders/all/view/713888,2019-06-27
2019-713868,Управление по образованию администрации Ленинского р-на г.Минска,Текущий ремонт пищеблока в государственном учреждении образования «Ясли-сад № 315 г.Минска,63 372.68,BLR,http://www.icetrade.by/tenders/all/view/713868,2019-06-26
2019-713865,"Государственное предприятие ""УКС Слонимского района""","выбор генерального подрядчика для строительства объекта (выполнения строительно-монтажных работ) «Капитальный ремонт кровли и фасадов с заменой оконных блоков и входных групп здания библиотеки по адресу: г. Слоним, ул.Советская,6»",310 322.92,BLR,http://www.icetrade.by/tenders/all/view/713865,2019-06-27
2019-713862,"Государственное предприятие ""УКС Столбцовского района""","Выбор проектной организации  для разработки проектно-сметной документации  по объекту ""Строительство жилого района индивидуальной жилой застройки ""Северный-2"" и инженерных сетей в г.Столбцы (благоустройство улиц, проезды). 6-я очередь""",72 193.71,BLR,http://www.icetrade.by/tenders/all/view/713862,2019-06-27
2019-713856,"Государственное предприятие ""УКС Слонимского района""",выбор генерального подрядчика для строительства объекта (выполнения строительно-монтажных работ) «Корректировка проекта застройки м-на «Юго-Запад» по пр. Независимости в г.Слоним. Распределительные сети. (3-я очередь строительства. 6 пусковой комплекс)»,422 125.04,BLR,http://www.icetrade.by/tenders/all/view/713856,2019-06-27
2019-713849,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте строительства: «Замена 3-х лифтов в жилом доме по адресу: ул. Брестская, д. 70 корпус 4 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска», КС259-05/191",75 000,BLR,http://www.icetrade.by/tenders/all/view/713849,2019-06-28
2019-713843,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте строительства: «Замена 6-ти лифтов в жилом доме по адресу: ул. Жуковского, д. 6 корпус 2 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска»,КС258-05/191",132 000,BLR,http://www.icetrade.by/tenders/all/view/713843,2019-06-28
2019-713835,"Государственное предприятие ""Гордорстрой""",Выбор генеральной подрядной организации на выполнение строительных работ по объекту «Устройство остановочного пункта «Павловского» в г.Минске».,116 544.13,BLR,http://www.icetrade.by/tenders/all/view/713835,2019-06-27
2019-713828,"РУП ""Могилевэнерго""","Работы по строительству объекта электрических сетей 0,4-10 кВ по государственной программе ""Комфортное жилье и благоприятная среда на 2016-2020"", подпрограмма ""Развитие электроэнергетики и газификации села"" по РУП «Могилевэнерго» на 2019 год: «Реконструкция участков ВЛ-10 кВ № 505 ПС Ермаки».",174 115,BLR,http://www.icetrade.by/tenders/all/view/713828,2019-06-27
2019-713824,"Республиканское производственное унитарное предприятие ""Гомельоблгаз""",«Квартал секционной застройки по ул. Шевелева в г.п.Лоев» (инженерные сети). Корректировка (выделение пускового комплекса к поз.3),16 734,BLR,http://www.icetrade.by/tenders/all/view/713824,2019-06-27
2019-713819,"РУП ""Могилевэнерго""","Работы по строительству объекта электрических сетей 0,4-10 кВ по государственной программе ""Комфортное жилье и благоприятная среда на 2016-2020"", подпрограмма ""Развитие электроэнергетики и газификации села"" по РУП «Могилевэнерго» на 2019 год: «Реконструкция ВЛ-10кВ №531 ПС «Радучи» Чаусского района».",116 731,BLR,http://www.icetrade.by/tenders/all/view/713819,2019-06-27
2019-713802,"РУП ""Могилевэнерго""","Работы по строительству объекта электрических сетей 0,4-10 кВ по государственной программе ""Комфортное жилье и благоприятная среда на 2016-2020"", подпрограмма ""Развитие электроэнергетики и газификации села"" по РУП «Могилевэнерго» на 2019 год: «Реконструкция участков ВЛ-10 кВ № 501 ПС Хотимск 110, со строительством нового участка».",400 665,BLR,http://www.icetrade.by/tenders/all/view/713802,2019-06-27
2019-713796,"Государственное предприятие ""Гордорстрой""",Выбор генеральной подрядной организации на выполнение строительных работ по объекту «Устройство остановочного пункта «Завод ЖБИ» в г.Минске».,116 777,BLR,http://www.icetrade.by/tenders/all/view/713796,2019-06-27
2019-713770,"УП ""Медтехника"" г. Гродно",ГродМТ № 122/19-ЭА «Стомийное оснащение» для Учреждений здравоохранения г. Гродно и Гродненской области,0,BLR,http://www.icetrade.by/tenders/all/view/713770,2019-07-15
2019-713769,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение работ на объекте «Капитальный ремонт жилого дома пер. Уральский, 3» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Партизанского района г. Минска», КC251-05/191",706 508.35,BLR,http://www.icetrade.by/tenders/all/view/713769,2019-06-27
2019-713753,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте «Замена 7-и лифтов в жилом доме по адресу: ул. Жуковского, д. 9 корпус 2 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска», КС253-05/191",154 000,BLR,http://www.icetrade.by/tenders/all/view/713753,2019-06-28
2019-713732,"Государственное предприятие ""Жилищное коммунальное хозяйство Первомайского района г. Минска""",выполнение работ по текущему ремонту кровли жилых домов (по лотам №№1-12),368 065,BLR,http://www.icetrade.by/tenders/all/view/713732,2019-06-27
2019-713729,"УП ""ЗАВОД ЭФФЕКТИВНЫХ ПРОМЫШЛЕННЫХ КОНСТРУКЦИЙ""",траверса с захватами,158 360,BLR,http://www.icetrade.by/tenders/all/view/713729,2019-06-27
2019-713723,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте «Замена 7-ми лифтов в жилом доме по адресу: ул. Жуковского, д. 5 корпус 2 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска», КС252-05/191",154 000,BLR,http://www.icetrade.by/tenders/all/view/713723,2019-06-28
2019-713695,"УП ""УКС МИНГОРИСПОЛКОМА""","Выбор генеральной проектной организации для выполнения проектно-изыскательских работ при одностадийном проектировании по объекту: ""Реконструкция существующих зданий и сооружений Центра социальной реабилитации детей-инвалидов и инвалидов ""РОСТОК"" ГУ ""Психоневролоогический дом-интернат для престарелых и инвалидов №1"" а.г. Острошицкий городок""",780 000,BLR,http://www.icetrade.by/tenders/all/view/713695,2019-06-27
2019-713693,"Государственное предприятие ""УКС Слуцкого района""","Выбор генеральной    проектной организации  на проведение    проектно-изыскательских работ,  проектирование и выполнение проектно-сметной документации  по объекту: «Инженерные сети к участкам для индивидуального жилищного строительства по ул.Луговой в г.Слуцке",25 000,BLR,http://www.icetrade.by/tenders/all/view/713693,2019-06-27
2019-713669,"КУП ""Брестское областное управление капитального строительства""",деревянная мебель,184 602,BLR,http://www.icetrade.by/tenders/all/view/713669,2019-06-28
2019-713655,БГУ,"Модернизация систем пожарной сигнализации, оповещения о пожаре в здании учебного корпуса по ул.Красноармейской,6",109 217,BLR,http://www.icetrade.by/tenders/all/view/713655,2019-06-27
2019-713638,"Государственное предприятие ""УКС Солигорского района ""","Выбор проектной организации на выполнение проектно-изыскательских  работ на объекте: ""Капитальный ремонт здания котельной с модернизацией наружных сетей водоснабжения и теплоснабжения на территории филиала ""Реабилитационный центр ""Зеленый Бор"" Государственного учреждения ""Республиканская больница спелеолечения"" в д. Листопадовичи Солигорского района""",150 000,BLR,http://www.icetrade.by/tenders/all/view/713638,2019-06-27
2019-713629,"Государственное предприятие ""УКС Слуцкого района""",На  закупку лифтового оборудования,215 000,BLR,http://www.icetrade.by/tenders/all/view/713629,2019-06-27
2019-713588,"Государственное предприятие ""УКС  Житковичского района""",выбор генеральной подрядной организации для выполнения проектно-изыскательских работ по объекту «45-квартирный жилой дом в микрорайоне № 10 г. Житковичи (поз.7 по генплану)»,60 529.16,BLR,http://www.icetrade.by/tenders/all/view/713588,2019-06-27
2019-713567,Управление по образованию Бобруйского горисполкома,текущий ремонт кровли,88 400,BLR,http://www.icetrade.by/tenders/all/view/713567,2019-06-27
2019-713566,"Государственное предприятие ""Белорусская АЭС""",Услуги по удалению сточных вод,124 241,BLR,http://www.icetrade.by/tenders/all/view/713566,2019-06-27
2019-713565,"ООО ""Ленстрой""",«Капитальный ремонт с модернизацией административного здания учреждения «Тюрьма №1».,290 994,BLR,http://www.icetrade.by/tenders/all/view/713565,2019-06-27
2019-713556,"Государственное предприятие ""УКС Браславского района""","Выбор генподрядчика на выполнение работ по разработке проектной документации по объекту  «40-квартирный жилой дом по ул. Лермонтова, 27 в г. Миоры».",65 080.68,BLR,http://www.icetrade.by/tenders/all/view/713556,2019-06-27
2019-713552,"Государственное предприятие ""УКС Смолевичского района""","Проектно-изыскательские работы по объекту: ""Строительство Минского областного технопарка на базе  КПУП ""Смолевичский опытный завод"" в д.Станок-Водица Смолевичского района. Тепловая реабилитация с устройством скатной кровди административного здания""",82 737.06,BLR,http://www.icetrade.by/tenders/all/view/713552,2019-07-01
2019-713542,Отдел культуры Гродненского райисполкома,"«Текущий ремонт фасада, крыльца и помещений ГУО «Гожская детская музыкальная школа искусств» филиала государственного учреждения культуры «Гродненский районный культурно-информационный центр»",80 770.04,BLR,http://www.icetrade.by/tenders/all/view/713542,2019-06-28
2019-713532,"Пружанское КУПП ""Коммунальник""","Выбор подрядной организации по строительству станции обезжелезивания, включающего изготовление станции, доставку ее на объект заказчика, монтаж, пусконаладочные работы и обучение производственного персонала",120 000,BLR,http://www.icetrade.by/tenders/all/view/713532,2019-06-27
2019-713530,УКС Вооруженных Сил,"Выбор генподрядной организации на выполнение строительно-монтажных работ по объекту «Капитальный ремонт с элементами модернизации здания спортзала в/ч 12147, инв. № 2/235 в в/г № 2 «Южный» г.Осиповичи»",1 107 162,BLR,http://www.icetrade.by/tenders/all/view/713530,2019-06-26
2019-713521,"ОАО ""НЗГА""",Пресс листогибочный гидравлический,125 000,BLR,http://www.icetrade.by/tenders/all/view/713521,2019-06-27
2019-713478,НАЦИОНАЛЬНЫЙ ИНСТИТУТ ОБРАЗОВАНИЯ,Закупка услуг по подготовке оригинал – макетов и выпуску учебных пособий для учреждений специального образования,0,BLR,http://www.icetrade.by/tenders/all/view/713478,2019-06-27
2019-713460,"ОАО ""МТЗ""",Машина гибочная трёхвалковая для гибки труб и профилей – 1шт.,0,BLR,http://www.icetrade.by/tenders/all/view/713460,2019-07-10
2019-713449,"УП ""Жильё""",выбор подрядной организации для выполнения проектных и строительно-монтажных работ,450 000,BLR,http://www.icetrade.by/tenders/all/view/713449,2019-06-26
2019-713445,"ОАО ""МТЗ""",Ванна меднения  – 1 единица,0,BLR,http://www.icetrade.by/tenders/all/view/713445,2019-07-25
2019-713420,"УКПП ""Коммунальник""",на закупку: Автоматических станция водоподготовки,0,BLR,http://www.icetrade.by/tenders/all/view/713420,2019-06-26
2019-713388,"ОАО ""МТЗ""",Ванна фосфатирования из нержавеющей стали с электрообогревом,0,BLR,http://www.icetrade.by/tenders/all/view/713388,2019-07-18
2019-713383,"ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ""",Закупка зубофрезерного станка с ЧПУ для обработки наружного зубчатого венца коронных шестерён РМК к/с г/п 90-240 тонн в количестве 1 шт.,800 000,BLR,http://www.icetrade.by/tenders/all/view/713383,2019-07-01
2019-713339,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №476/19-ЭА «Анализаторы мочи»,0,BLR,http://www.icetrade.by/tenders/all/view/713339,2019-07-01
2019-713319,Браславская ЦРБ,Выбор подрядчика на проведение строительно - монтажных работ по объекту:«Модернизация  системы пожарной сигнализации и оповещения людей при пожаре в здании  районной поликлиники в г. Браславе»,90 355.20,BLR,http://www.icetrade.by/tenders/all/view/713319,2019-06-26
2019-713293,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №472/19-ЭА «Анализаторы глюкозы и лактата»,0,BLR,http://www.icetrade.by/tenders/all/view/713293,2019-07-01
2019-713274,"ОАО ""БЕЛИНВЕСТБАНК""","предмет закупки состоит из четырёх лотов, а именно:закупка работ по модернизации кассы с установкой передаточного узла (передаточного лотка) и перфорации от переброса, с выполнением оклейки и брендирования конструкций, с поставкой, установкой и сборкой жалюзи горизонтальных и переговорного устройства (Лот №1); закупка роллет противовзломных на кассы пересчета и окна с их установкой (Лот №2); закупка ограждения клиентской зоны в кассовом зале из стекла с его установкой и сборкой (Лот №3); закупка сейфов-шкафов бронированных 5-го класса стойкости к взлому (по СТБ 51.2.01-2015) с их установкой и сборкой (Лот №4).",95 151.81,BLR,http://www.icetrade.by/tenders/all/view/713274,2019-06-26
2019-713260,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации  на выполнение строительно-монтажных работ на объекте строительства: «Замена 7-ми лифтов в жилом доме по адресу: пер. Корженевского, д. 18 в г. Минске» в интересах  Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска», КС249-05/191",139 200,BLR,http://www.icetrade.by/tenders/all/view/713260,2019-06-28
2019-713230,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации  на выполнение строительно-монтажных работ на объекте строительства: «Замена 6-ти лифтов в жилом доме по адресу: пер. Корженевского, д. 22 в г. Минске» в интересах  Государственного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска», КС254-05/191",117 600,BLR,http://www.icetrade.by/tenders/all/view/713230,2019-06-28
2019-713220,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Замена лифтов в жилом доме по ул. Илимская, 29 в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство Заводского района г. Минска»,КС255-05/191",418 000,BLR,http://www.icetrade.by/tenders/all/view/713220,2019-06-26
2019-713199,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации для выполнения работ на объекте строительства: «Замена двух лифтов в подъезде № 1, 2 жилого дома № 31 по ул. Карвата в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство Партизанского района г. Минска», КС257-05/191",48 000,BLR,http://www.icetrade.by/tenders/all/view/713199,2019-06-27
2019-713183,"Госудасртвенное предприятие ""УКС Ленинского района г. Минска""",Выбор генподрядчика на выполнение строительно-монтажных работ на объекте строительства «Строительство детского сада в микрорайоне Лошица – 9 в г. Минске»,7 260 273.69,BLR,http://www.icetrade.by/tenders/all/view/713183,2019-06-28
2019-713180,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации для выполнения работ на объекте строительства: «Замена двух лифтов в подъезде № 2 жилого дома № 22 по ул. Менделеева в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство Партизанского района г. Минска», КС256-05/191",56 000,BLR,http://www.icetrade.by/tenders/all/view/713180,2019-06-27
2019-713118,"Мстиславское УКПП ""Жилкомхоз""",Выбор Генерального подрядчика на  выполнение  строительных работ по объекту: «Капитальный ремонт ул. Дзержинского в г.Мстиславле» (2-й пусковой комплекс).,84 500,BLR,http://www.icetrade.by/tenders/all/view/713118,2019-06-27
2019-713100,"УП ""БЕЛМЕДТЕХНИКА""",МТ №470/19-ЭА  «Глюкометры с тест-полосками»,50 000,BLR,http://www.icetrade.by/tenders/all/view/713100,2019-07-01
2019-713049,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №469/19-ЭА «Тонометр бесконтактный»,0,BLR,http://www.icetrade.by/tenders/all/view/713049,2019-07-01
2019-713029,"ОАО ""Управляющая компания холдинга ""МИНСКИЙ МОТОРНЫЙ ЗАВОД""",Комплект оборудования для автоматизированной технологической обкатки и приемо-сдаточных испытаний (ПСИ) двигателей мощностью от 7 до 90 кВт.,460 000,BLR,http://www.icetrade.by/tenders/all/view/713029,2019-07-08
2019-712985,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",закупка услуги по использованию шламов лаков и красок,0,BLR,http://www.icetrade.by/tenders/all/view/712985,2019-06-29
2019-712968,"ОАО ""Моготекс""",Осушитель сжатого воздуха рефрижераторного типа,0,BLR,http://www.icetrade.by/tenders/all/view/712968,2019-06-27
2019-712915,"РУП ""МИНСКЭНЕРГО""",Выполнение строительных работ по I пусковому комплексу объекта «Автоматизированная система управления технологическими процессами Минских тепловых сетей» 6 очередь.,2 141 640,BLR,http://www.icetrade.by/tenders/all/view/712915,2019-07-01
2019-712912,"ОАО ""Гродно Азот""",закупка комплектного криогенного блока разделения воздуха,0,BLR,http://www.icetrade.by/tenders/all/view/712912,2019-07-18
2019-712879,"""База хранения имущества ""Алтей""",Текущий ремонт склада,0,BLR,http://www.icetrade.by/tenders/all/view/712879,2019-06-27
2019-712850,"Коммунальное унитарное многоотраслевое производственное предприятие жилищно-коммунального хозяйства ""Ганцевичское РЖКХ""",Выбор подрядной организации по выполнению строительных работ по объектам г. Ганцевичи,484 150,BLR,http://www.icetrade.by/tenders/all/view/712850,2019-06-26
2019-712832,"ОАО ""Нафтан""","Работы по очистке отделителей низкого давления поз. V-9/1-2, холодильников узла возвратного газа поз. Е-10/1-8, отделителя высокого давления поз. V-5 цеха 105.",0,BLR,http://www.icetrade.by/tenders/all/view/712832,2019-07-05
2019-712609,"ОАО ""Нафтан""","Право на использование программного обеспечения ""UniSim Design Suite"" или аналогичного ПО, услуг по технической поддержке ПО и тренинг специалистов по работе с ПО",0,BLR,http://www.icetrade.by/tenders/all/view/712609,2019-06-28
2019-712582,"РУП ""Могилевэнерго""","Работы и товары (оборудование) по строительству и реконструкции электрических сетей 0,4-10 кВ к строящемуся жилью (инженерная инфраструктура) согласно графику, утвержденному Могилевским облисполкомом: «20 квартирный жилой дом по ул. Ленинской, 71б в г.п. Краснополье». Сети 0,4 кВ.",19 168,BLR,http://www.icetrade.by/tenders/all/view/712582,2019-07-09
2019-712571,"ГУ ""Бобруйское ЭУ ВС""","Проектно-изыскательские работы по объекту: «Установка автоматической пожарной сигнализации, оповещения людей о пожаре и управление эвакуации в здании общежития инв. №2/436 по адресу: г. Бобруйск, ул. Социалистическая, д.115».",2 728.24,BLR,http://www.icetrade.by/tenders/all/view/712571,2019-06-27
2019-712560,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Замена лифта в подъезде № 8 жилого дома № 2 по ул. Столетова в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство Партизанского района г. Минска», КС248-05/191",22 000,BLR,http://www.icetrade.by/tenders/all/view/712560,2019-06-27
2019-712553,"ГУ ""Бобруйское ЭУ ВС""","Проектно-изыскательские работы по объекту: «Установка автоматической пожарной сигнализации, оповещения людей о пожаре и управление эвакуации в здании общежития инв. №5/297 по адресу: г. Бобруйск, ул. Ковзана, д.5».",2 738.65,BLR,http://www.icetrade.by/tenders/all/view/712553,2019-06-26
2019-712522,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Замена восьми лифтов в подъездах № 1, 2, 3, 5, 7, 8, 9, 10  жилого дома № 30 по ул. Менделеева в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство Партизанского района г. Минска», КС247-05/191",176 000,BLR,http://www.icetrade.by/tenders/all/view/712522,2019-06-27
2019-712490,"ОАО ""МИНСКИЙ МАРГАРИНОВЫЙ ЗАВОД""",Закупка преформы 26 гр. стандарта OIL,73 465,BLR,http://www.icetrade.by/tenders/all/view/712490,2019-07-02
2019-716685,"ОАО ""Авангард-Нива""",Закупка запасных частей к свеклоуборочному комбайну Holmer Terra Dos T2-2004,0,BLR,http://www.icetrade.by/tenders/all/view/716685,2019-06-26
2019-716681,"РУП ЖКХ ""Докшицы-коммунальник""",Выбор подрядной организации на выполнение подрядных работ по текущему ремонту асфальтобетонного покрытия ул.Ленинская в г.Докшицы.,19 000,BLR,http://www.icetrade.by/tenders/all/view/716681,2019-07-03
2019-716674,"Государственное предприятие ""Управление капитальным строительством Могилевского района""","Выбор генеральной подрядной организации для выполнения проектно-изыскательских работ по объекту ""Многоквартирный жилой дом по ГП9 в агрогородке Полыковичи Могилевского района и инженерно-транспортная инфраструктура к нему""",187 461.71,BLR,http://www.icetrade.by/tenders/all/view/716674,2019-07-02
2019-716660,"ОАО ""Нафтан""",Клапан запорный отсечной производства FOXBORO ECKARDT или аналог,0,BLR,http://www.icetrade.by/tenders/all/view/716660,2019-07-01
2019-716649,"ОАО ""МИНСКМЕТРОПРОЕКТ""","Выбор инвестора-застройщика для инвестирования и строительства  «под ключ» объекта «Реконструкция существующего административного здания по ул. Соломенная, 13 с надстройкой этажей и пристройкой. 3-й пусковой комплекс»",60 064 800,BLR,http://www.icetrade.by/tenders/all/view/716649,2019-07-04
2019-716639,Государственное предприятие «Жилищное коммунальное хозяйство № 2 Фрунзенского района г. Минска»,"Выбор подрядных организаций для выполнения работ по текущему ремонту лестниц по адресам: ул. Матусевича, 25; ул. Ольшевского, 75; ул. Д.Сердича, 13 корпус 2; ул. Д.Сердича, 13 корпус 3; ул. Д.Сердича, 32; ул. М.Лынькова, 23а в г.Минске",125 847.66,BLR,http://www.icetrade.by/tenders/all/view/716639,2019-07-08
2019-716626,"Государственное предприятие ""Юратишки""",Задание на закупку услуг по известкованию кислых почв,18 398,BLR,http://www.icetrade.by/tenders/all/view/716626,2019-06-30
2019-716612,"ГУ ""Бобруйское ЭУ ВС""","Выполнение строительно-монтажных и пусконаладочных работ на объекте: «Установка автоматической пожарной сигнализации, оповещения людей о пожаре и управление эвакуацией в здании общежития по адресу: г. Бобруйск, ул. Димитрова, 12».",71 178.55,BLR,http://www.icetrade.by/tenders/all/view/716612,2019-07-06
2019-716601,"ОУПП ""Гродненское городское жилищно-коммунальное хозяйство""","Выполнение строительно-монтажных работ по объекту ""Капитальный ремонт жилого дома по ул.Менделеева, 26 в г.Гродно""",723 928,BLR,http://www.icetrade.by/tenders/all/view/716601,2019-07-04
2019-716596,ГУВД Мингорисполкома г. Минска,Кресла офисные,69 900,BLR,http://www.icetrade.by/tenders/all/view/716596,2019-07-04
2019-716580,"ОАО ""Нафтан""",Закупка арматуры высокого давления межблочной отсечной с электроприводом в комплекте с запасными частями,0,BLR,http://www.icetrade.by/tenders/all/view/716580,2019-07-04
2019-716578,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",металлы основные и готовые металлические изделия,50 000 000,BLR,http://www.icetrade.by/tenders/all/view/716578,2019-07-18
2019-716567,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель",МТ 181/19-ЭА «Хирургический шовный материал для УЗ ГО и сетчатые импланты для ГОКБ»,0,BLR,http://www.icetrade.by/tenders/all/view/716567,2019-07-04
2019-716551,"Государственное предприятие ""Жилищное коммунальное хозяйство Первомайского района г. Минска""",выполнение общестроительных работ по текущему ремонту жилых домов (по лотам №№1-5),45 206,BLR,http://www.icetrade.by/tenders/all/view/716551,2019-07-04
