number,customer,description,price,country,url_addr,deadline
2019-726252,Солигорская ЦРБ,Закупка реагентов и расходных материалов  для исследований КДЛ,0,BLR,http://www.icetrade.by/tenders/all/view/726252,2019-07-15
2019-726251,Новогрудская ЦРБ,пульпоэкстракторы,0,BLR,http://www.icetrade.by/tenders/all/view/726251,2019-07-05
2019-726250,"Государственное предприятие ""Единица""",Двухвальный многопильный станок,27 510,BLR,http://www.icetrade.by/tenders/all/view/726250,2019-07-02
2019-726249,Войсковая часть 19764,услуги по текущему ремонту системы визуализации авиационного тренажера КТЛС Л-39,50 000,BLR,http://www.icetrade.by/tenders/all/view/726249,2019-07-03
2019-726248,"Унитарное предприятие ""ЧистьБау""",Закупка кровельного материала из профиля стального холодногнутого для кровли (металлочерепица),19 285.53,BLR,http://www.icetrade.by/tenders/all/view/726248,2019-07-05
2019-726247,"Управление по образованию, спорту и туризму Червенского районного исполнительного комитета",выбор подрядной организации по установке автоматической пожарной сигнализации и системы оповещения о пожаре.,174 682,BLR,http://www.icetrade.by/tenders/all/view/726247,2019-07-24
2019-726652,"ЗАО ""Солигорский Институт проблем ресурсосбережения с Опытным производством""",Закупка листового металлпроката,0,BLR,http://www.icetrade.by/tenders/all/view/726652,2019-07-04
2019-726650,Отдел по образованию Городокского районного исполнительного комитета,Закупка легкового автомобиля для отдела по образованию Городокского райисполкома,110 000,BLR,http://www.icetrade.by/tenders/all/view/726650,2019-07-16
2019-726649,Московский ФОЦ,ЗЦП,6 000,BLR,http://www.icetrade.by/tenders/all/view/726649,2019-07-12
2019-726648,"ГНПО ""НПЦ НАН Беларуси по биоресурсам""",Разделяющий гель (Separation gel) класса «LPA I» (Linear polyacrylamide I),0,BLR,http://www.icetrade.by/tenders/all/view/726648,2019-07-05
2019-726647,"ОАО ""БелЭнергоСнабКомплект""",измерительные и испытательные приборы для теплотехнического оборудования,10 152,BLR,http://www.icetrade.by/tenders/all/view/726647,2019-07-09
2019-726646,Белорусско-Российский университет,Интерферометр (аналог Интерферометр РИФ),36 000,BLR,http://www.icetrade.by/tenders/all/view/726646,2019-07-10
2019-726645,"Государственное предприятие ""Жилищное коммунальное хозяйство Советского района г. Минска""",Устройство парковок для транспорта инвалидов на дворовой территории жилых домов КУП «ЖКХ Советского района г.Минска»,2 593,BLR,http://www.icetrade.by/tenders/all/view/726645,2019-07-15
2019-726644,Республиканский клинический медицинский центр Управления делами Президента Республики Беларусь,ЭА-101/2019 Услуги по уборке дворовой территории с использованием специальной техники,0,BLR,http://www.icetrade.by/tenders/all/view/726644,2019-07-04
2019-726643,"Государственное диагностическое учреждение ""Гродненская областная ветеринарная лаборатория""",Питательные среды,0,BLR,http://www.icetrade.by/tenders/all/view/726643,2019-07-11
2019-726642,Волковысский райисполком,Закупка компьютеров и периферийной техники,108 200,BLR,http://www.icetrade.by/tenders/all/view/726642,2019-07-17
2019-726810,"ОАО ""АГАТ-системы управления"" - управляющая компания холдинга ""Геоинформационные системы управления""",Климатическая камера TH-G-800 или аналог,0,BLR,http://www.icetrade.by/tenders/all/view/726810,2019-07-16
2019-726809,"ОАО ""Белшина""",Антискорчинговый агент PVI,736 584.84,BLR,http://www.icetrade.by/tenders/all/view/726809,2019-07-16
2019-726808,"УП ""Витебское отделение Белорусской железной дороги"", ОМТС",капитальный ремонт платформы железнодорожной,102 109.68,BLR,http://www.icetrade.by/tenders/all/view/726808,2019-07-02
2019-726807,"Филиал ""Минские тепловые сети"" РУП ""МИНСКЭНЕРГО""",Закупка кондиционеров,0,BLR,http://www.icetrade.by/tenders/all/view/726807,2019-07-07
2019-726806,"Учреждение ""Гродненское областное управление МЧС""",услуга по ремонту газовых котлов,7 900,BLR,http://www.icetrade.by/tenders/all/view/726806,2019-07-05
2019-726805,Россонская ЦРБ,"Продукты питания на 2019 год, повторно",0,BLR,http://www.icetrade.by/tenders/all/view/726805,2019-07-16
2019-726804,БрГТУ,Учебное лабораторное оборудование из 2-х лотов,16 500,BLR,http://www.icetrade.by/tenders/all/view/726804,2019-07-11
2019-726803,Мядельская ЦРБ,Реагенты и материалы лабораторные на 3 кв. 2019 г.,0,BLR,http://www.icetrade.by/tenders/all/view/726803,2019-07-16
2019-726802,"ОАО ""Кобринагромаш""",Закупка экструдера вспомогательного для маркерной (мерной) полосы,40 000,BLR,http://www.icetrade.by/tenders/all/view/726802,2019-07-10
2019-726155,Оршанская центральная поликлиника,Холодильник компрессионный двухкамерный,1 600,BLR,http://www.icetrade.by/tenders/all/view/726155,2019-07-10
2019-726154,"Гродненское республиканское унитарное предприятие электроэнергетики ""Гродноэнерго""","Закупка блочной комплектной трансформаторной подстанции в бетонной оболочке БКТПБ 10/0,4 кВ для комплектации объекта капитального строительства «Распределительные сети индивидуальной застройки с.н.п. Новополье Переганцевского сельсовета, Вороновского района. Трансфор-маторная подстанция БКТПБ 1х100»",0,BLR,http://www.icetrade.by/tenders/all/view/726154,2019-07-05
2019-726153,ПАО «Энергоспецмонтаж»,Поставка гаечных ключей для Представительства ПАО «Энергоспецмонтаж» в Республике Беларусь.,2 900 879.40,RUS,http://www.icetrade.by/tenders/all/view/726153,2019-07-03
2019-726152,"Государственное учреждение ""Республиканский научно-практический центр радиационной медицины и экологии человека""",Ремонт с учетом замены запасных частей и расходных материалов медицинского оборудования,0,BLR,http://www.icetrade.by/tenders/all/view/726152,2019-07-08
2019-726151,"ОАО ""МИНСК КРИСТАЛЛ"" - управляющая компания холдинга ""МИНСК КРИСТАЛЛ ГРУПП""",полуприцеп для перевозки 20ft танк-контейнера,0,BLR,http://www.icetrade.by/tenders/all/view/726151,2019-07-01
2019-726150,"Открытое акционерное общество ""Гомельремстрой""",выбор субподрядной организации на работы по газоснабжению,20 837,BLR,http://www.icetrade.by/tenders/all/view/726150,2019-06-28
2019-726149,Главное управление по образованию Брестского облисполкома,Закупка автомобиля включая поставку и гарантийное обслуживание техники,85 000,BLR,http://www.icetrade.by/tenders/all/view/726149,2019-07-15
2019-726148,"Учреждение образования ""Мозырский государственный политехнический колледж""","Разработка проектно-сметной документации по объекту «Замена деревянных оконных блоков на блоки из ПВХ профиля в здании учебно-производственных мастерских УО «Мозырский государственный политехнический колледж», расположенного по адресу: г.Мозырь, ул. Котловца, д.23».",4 000,BLR,http://www.icetrade.by/tenders/all/view/726148,2019-07-12
2019-726147,"ОАО ""Журавлиное""",закупка кормовых добавок для свиней,0,BLR,http://www.icetrade.by/tenders/all/view/726147,2019-07-02
2019-726146,"Открытое акционерное общество ""Мозырьпромстрой""",Закупка установки очистки ливневых сточных вод,43 300,BLR,http://www.icetrade.by/tenders/all/view/726146,2019-07-05
2019-726145,"ОАО ""Гомельский объединенный строительный трест""","Поилки с электрообогревом, щетки-чесалка для коров, огнетушители, бочки, ящики для песка, щиты пожарные, урна металлическая, скамьи подъездные, переносной многокомпонентный газоанализатор, анализатор молока, вискозиметрический анализатор соматических клеток, лабораторная мебель, корпусная мебель, холодильники бытовые, стеллажи оцинкованные, ванны моечные, сосуд Дьюара, станки проходные для передержки животных, печь микроволновая, шкафы металлические, стеллаж универсальный металлический, электросушитель сенсорный для рук, электрочайник, насосы центробежные молочные, электроводонагреватели, стирально-сушильная машина, шкафы сушильные, ларь для обтирочного материала, тележка платформенная с бортами",23,BLR,http://www.icetrade.by/tenders/all/view/726145,2019-07-01
2019-726340,"""Национальная антидопинговая лаборатория""","Расходные материалы и реактивы для научно-исследовательской работы, часть 1",0,BLR,http://www.icetrade.by/tenders/all/view/726340,2019-07-15
2019-726339,"Учреждение образования ""Гродненский государственный университет имени Янки Купалы""",Закупка столов и стульев ученических,18 900,BLR,http://www.icetrade.by/tenders/all/view/726339,2019-07-10
2019-726338,"СПК ""Свитязянка-2003""",Закупка культиватора-дискатора,72 000,BLR,http://www.icetrade.by/tenders/all/view/726338,2019-07-05
2019-726337,Солигорская ЦРБ,Закупка реагентов и расходных материалов  для исследований ЦКДЛ,0,BLR,http://www.icetrade.by/tenders/all/view/726337,2019-07-17
2019-726336,"РУП ""Гродноавтодор""",Барьерное ограждение,178 191,BLR,http://www.icetrade.by/tenders/all/view/726336,2019-07-01
2019-726334,"ОАО ""Гомельтранснефть Дружба""",Cтроительство объекта  «Строительство ВЛ-10кВ для электроснабжения  жилпоселка ЛПДС «Мозырь»,50 779,BLR,http://www.icetrade.by/tenders/all/view/726334,2019-07-09
2019-726333,"Управление по образованию, спорту и туризму Червенского районного исполнительного комитета",закупка«Компьютерного класса 12+1 на 2019 год»,17 000,BLR,http://www.icetrade.by/tenders/all/view/726333,2019-07-15
2019-726332,"ЗАО ""Гомельский ВСЗ""",оси РУ1Ш,437 158.13,BLR,http://www.icetrade.by/tenders/all/view/726332,2019-07-02
2019-726331,"КУМПП ЖКХ ""Столинское ЖКХ""",Выбор подрядной организации,59 428,BLR,http://www.icetrade.by/tenders/all/view/726331,2019-07-04
2019-726330,"УП ""Медтехника"" г. Гродно","ГродМТ № 076/19-ПЭА «Катетеры медицинские хирургические, переходники для дренажных систем, комплект для трансдермального дренажа» для Учреждений здравоохранения г. Гродно и Гродненской области (лот 34, 35)",0,BLR,http://www.icetrade.by/tenders/all/view/726330,2019-07-10
2019-726329,Ивацевичский районный исполнительный комитет,"Услуга по текущему ремонту на объекте «Текущий ремонт по замене окон из ПВХ профиля в малом зале здания РИК по ул. Ленина, д. 44, г. Ивацевичи»",6 500,BLR,http://www.icetrade.by/tenders/all/view/726329,2019-07-02
2019-726529,Отдел культуры Оршанского райисполкома,Текущий ремонт здания Оршанского районного Дома культуры,42 400,BLR,http://www.icetrade.by/tenders/all/view/726529,2019-07-11
2019-726528,"ОАО ""БЭТЗ""",Закупка устройств защиты,255 020,BLR,http://www.icetrade.by/tenders/all/view/726528,2019-07-16
2019-726527,"КУП ""Управление капитального строительства Брестского городского жилищно-коммунального хозяйства""","Закупка платформы подъемной с вертикальным перемещением на объект строительства «Западный обход г.Бреста. 2 очередь""",48 397.83,BLR,http://www.icetrade.by/tenders/all/view/726527,2019-07-11
2019-726526,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи",БарМТ №294/19-П Аэроионизатор,0,BLR,http://www.icetrade.by/tenders/all/view/726526,2019-07-08
2019-726525,Волковысский детский дом,Выбор проектной организации на выполнение работ по изготовлению проектно-сметной документации по объекту: «Модернизация  пищеблока детского дома,0,BLR,http://www.icetrade.by/tenders/all/view/726525,2019-07-04
2019-726524,"Государственное предприятие ""УКС Поставского района""",Выбор проектной организации для выполнения проектно-изыскательских работ по объекту: «40-квартирный жилой дом по пер. Доватора в г.п. Шарковщина»,77 000,BLR,http://www.icetrade.by/tenders/all/view/726524,2019-07-29
2019-726523,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи","БарМТ №297/19-П - Мебель медицинская. Лоты 1-5, 7, 10-13, 15-21, 29, 30",0,BLR,http://www.icetrade.by/tenders/all/view/726523,2019-07-08
2019-726522,"РУСП ""Гродненское племпредприятие""",закупку племенных хряков,144 000,BLR,http://www.icetrade.by/tenders/all/view/726522,2019-07-17
2019-726521,"ОАО ""Мозырский НПЗ""",закупка КИП,0,BLR,http://www.icetrade.by/tenders/all/view/726521,2019-07-19
2019-726520,Барановичская городская больница № 2,Продукты питания (овощи) на 3-й квартал 2019 года,0,BLR,http://www.icetrade.by/tenders/all/view/726520,2019-07-11
2019-726519,"ОАО ""ММЗ имени С.И.Вавилова - управляющая компания холдинга ""БелОМО""",токарно – револьверные станки с ЧПУ высокой точности в комплекте,0,BLR,http://www.icetrade.by/tenders/all/view/726519,2019-07-08
2019-726518,РНПЦ НЕВРОЛОГИИ И НЕЙРОХИРУРГИИ,"Диагностические наборы, расходные материалы для КДЛ, повторная, лоты 2,3",0,BLR,http://www.icetrade.by/tenders/all/view/726518,2019-07-08
2019-726517,"ООО ""СИГИКОП Торговая компания""",Закупка металлических конструкций,0,BLR,http://www.icetrade.by/tenders/all/view/726517,2019-07-10
2019-726709,БелМАПО,ПЭВМ,142 500,BLR,http://www.icetrade.by/tenders/all/view/726709,2019-07-16
2019-726708,"Государственное предприятие ""Управляющая компания холдинга ""Агропромышленный холдинг Управления делами Президента Республики Беларусь""","Закупка зерна фуражного для ОАО ""Александрийское""",0,BLR,http://www.icetrade.by/tenders/all/view/726708,2019-07-16
2019-726707,в/ч 97069,закупка услуг по текущему ремонта объекта 91/48 КТП (Витебск),18 000,BLR,http://www.icetrade.by/tenders/all/view/726707,2019-07-11
2019-726706,"ГО ""Белресурсы"" - управляющая компания холдинга ""Белресурсы""","№ 104/19 БР 1И - оказание услуг по диагностике, техническому обслуживанию и ремонту грузовых автомобилей, седельных тягачей, полуприцепов и прицепов",0,BLR,http://www.icetrade.by/tenders/all/view/726706,2019-07-05
2019-726705,"Учреждение ""Каменецкая районная ветеринарная станция""",легковой автомобиль лада или аналог,15 000,BLR,http://www.icetrade.by/tenders/all/view/726705,2019-07-30
2019-726704,"Отдел образования, спорта и туризма Рогачёвского районного исполнительного комитета",Закупка свежих огурцов и свежих помидор,3 200,BLR,http://www.icetrade.by/tenders/all/view/726704,2019-07-05
2019-726703,"УП ""Медтехника"" г. Гродно","ГродМТ 086/19-ПЭА Инструментарий хирургический для УЗ «Гродненский областной клинический кардиологический центр», УЗ «Городская клиническая больница скорой медицинской помощи г. Гродно».",0,BLR,http://www.icetrade.by/tenders/all/view/726703,2019-07-31
2019-726702,Полоцкая центральная городская больница,"закупка масла сливочного фасованного, жирностью 72,5% .",7 350,BLR,http://www.icetrade.by/tenders/all/view/726702,2019-07-11
2019-726701,"ОАО ""БелЭнергоСнабКомплект""",Сульфоуголь,0,BLR,http://www.icetrade.by/tenders/all/view/726701,2019-07-11
2019-726700,ЦЕНТР ГЕОФИЗИЧЕСКОГО МОНИТОРИНГА НАН БЕЛАРУСИ,Сейсмодатчики,91 132,BLR,http://www.icetrade.by/tenders/all/view/726700,2019-07-08
2019-726699,30-я городская клиническая поликлиника,Закупка сфигмоманометра,0,BLR,http://www.icetrade.by/tenders/all/view/726699,2019-07-12
2019-726698,"Учреждение ""Гомельская областная туберкулезная клиническая больница""",Закупка светлых нефтепродуктов,0,BLR,http://www.icetrade.by/tenders/all/view/726698,2019-07-11
2019-726065,"РУП ""Производственное объединение ""Белоруснефть""",Закупка жалюзи,35 500,BLR,http://www.icetrade.by/tenders/all/view/726065,2019-07-02
2019-726064,2-я центральная районная поликлиника Фрунзенского района г.Минска,Оборудование офисное и вычислительная техника (компьютеры),0,BLR,http://www.icetrade.by/tenders/all/view/726064,2019-07-11
2019-726063,РНПЦ ОМР им. Н.Н. Александрова,Инструменты медицинские хирургические,0,BLR,http://www.icetrade.by/tenders/all/view/726063,2019-07-05
2019-726062,"Учреждение образования ""Гродненский государственный политехнический колледж""",Работы по капитальному ремонту здания общежития,168 000,BLR,http://www.icetrade.by/tenders/all/view/726062,2019-07-10
2019-726061,"РУП ""Производственное объединение ""Белоруснефть""",Установка нагрева нефти,214 200,BLR,http://www.icetrade.by/tenders/all/view/726061,2019-07-02
2019-726060,"Представительство АО ""НИКИМТ-Атомстрой"" в Республике Беларусь","Поставка материалов для уплотнения проходов через строительные конструкции наполненных строительных трубопроводов (10UJA, 10UJE, 10UKD)» бл.1 Белорусской АЭС",49 899 420.03,RUS,http://www.icetrade.by/tenders/all/view/726060,2019-07-19
2019-726059,"УП ""Пружанская ПМК-22""",Изготовление и установка под ключ защитных вентиляционных штор с сеткой на коровник,0,BLR,http://www.icetrade.by/tenders/all/view/726059,2019-07-10
2019-726058,"РУП ""Брестэнерго""","закупка строительно-монтажных работ, закупка оборудования «Внеплощадочные сети электроснабжения для уплотнения жилой застройки по ул. Центральная 50 и 52 в д. Грицевичи Жабинковского района» (филиал Брестские электрические сети РУП ""Брестэнерго"")",11 855.31,BLR,http://www.icetrade.by/tenders/all/view/726058,2019-07-11
2019-726057,НЕСВИЖСКИЙ РАЙОННЫЙ ТЕРРИТОРИАЛЬНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ,"Выполнение работ по ремонту печного отопления, электропроводки в домовладениях неработающих одиноких пожилых граждан",5 197.95,BLR,http://www.icetrade.by/tenders/all/view/726057,2019-07-02
2019-726450,6-я городская клиническая больница,Реагенты и контрольные материалы для ГЦТ,0,BLR,http://www.icetrade.by/tenders/all/view/726450,2019-07-16
2019-726449,Национальная государственная телерадиокомпания Республики Беларусь,Закупка работ по ремонту кондиционера в помещении №110,2 250,BLR,http://www.icetrade.by/tenders/all/view/726449,2019-07-11
2019-726448,"Открытое акционерное общество ""Гомельский домостроительный комбинат""",Комплект дверных блоков стальных входных в квартиры  для объекта строительства: «Многоквартирный жилой дом № 39 в микрорайоне № 104 в г. Гомеле»,30 720,BLR,http://www.icetrade.by/tenders/all/view/726448,2019-07-08
2019-726447,"Филиал ""Минские тепловые сети"" РУП ""МИНСКЭНЕРГО""",Наблюдение за осадками зданий и сооружений,45 222.17,BLR,http://www.icetrade.by/tenders/all/view/726447,2019-07-04
2019-726446,"ОАО ""Витебская бройлерная птицефабрика""",закупка меланжа жидкого мороженного,85 000,BLR,http://www.icetrade.by/tenders/all/view/726446,2019-07-17
2019-726445,Государственное предприятие «ССУ №4 государственного предприятия «Управление дорожно-мостового строительства и благоустройства Мингорисполкома»,"закупка  малых архитектурных форм и переносных изделий (остановочные навесы, урны, скамьи). Закупка тактильной плитки. Закупка трубы КОРСИС",17 240.41,BLR,http://www.icetrade.by/tenders/all/view/726445,2019-07-05
2019-726444,Пограничный сельисполком,Снос пустующих домов с хозяйственными и иными постройками с последующим благоустройством,5 036,BLR,http://www.icetrade.by/tenders/all/view/726444,2019-07-05
2019-726443,"ОАО ""Белагропромбанк""",Реконструкция здания отделения ОАО «Белагропромбанк» в г.Борисове,1 035 000,BLR,http://www.icetrade.by/tenders/all/view/726443,2019-07-08
2019-726442,"ОАО ""Минское производственное кожевенное объединение"" Минский район",Красильно-жировальный барабан,15 000,BLR,http://www.icetrade.by/tenders/all/view/726442,2019-07-15
2019-726441,"Учреждение здравоохранения ""Светлогорская центральная районная больница""",плита 6-ти конфорочная индукционная,15 300,BLR,http://www.icetrade.by/tenders/all/view/726441,2019-07-11
2019-726440,"ОАО ""Белвторчермет""",цевочный редуктор  Cyclo drive 6000 CHFS -6235R2-59|T в комплекте с ЗИП,0,BLR,http://www.icetrade.by/tenders/all/view/726440,2019-07-01
2019-726438,"Витебское республиканское унитарное предприятие электроэнергетики ""Витебскэнерго""",закупка электротехнического оборудования для объекта капитального строительства РУП «Витебскэнерго»: «РК «Северная» (г. Витебск). Установка водогрейных электрокотлов в целях регулирования минимальной нагрузки энергосистемы после ввода в эксплуатацию Белорусской АЭС»»,0,BLR,http://www.icetrade.by/tenders/all/view/726438,2019-07-08
2019-726437,"ОАО ""Торгово-логистический центр ""Озерцо-логистик""",Поставка и внедрение WMS системы,200 000,BLR,http://www.icetrade.by/tenders/all/view/726437,2019-07-16
2019-726246,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации  на выполнение строительно-монтажных работ на объекте строительства: «Замена лифтов в жилом доме  № 7  по ул. Бурдейного в г. Минске (11 кабин)»  в интересах  коммунального унитарного предприятия «Жилищное коммунальное хозяйство № 1 Фрунзенского района г. Минска», КС359-06/191",242 000,BLR,http://www.icetrade.by/tenders/all/view/726246,2019-07-31
2019-726245,БГУКИ,Работы по гидропневматической промывке и гидравлическим испытаниям внутридомовой системы отопления в зданиях учреждения образования «Белорусский государственный университет культуры и искусств».,5 074,BLR,http://www.icetrade.by/tenders/all/view/726245,2019-07-11
2019-726244,"Государственное предприятие ""Единица""",Двухвальный бревнопильный чтанок,28 720,BLR,http://www.icetrade.by/tenders/all/view/726244,2019-07-02
2019-726243,"ОАО ""ДОРОРС""","Поставка семян гибридов озимого рапса для ОСП ""Совхоз ""Минский"" ОАО ""ДОРОРС""",38 000,BLR,http://www.icetrade.by/tenders/all/view/726243,2019-07-02
2019-726242,"ГО ""Белресурсы"" - управляющая компания холдинга ""Белресурсы""",Технологическое оборудование (№117/19 Полесье),0,BLR,http://www.icetrade.by/tenders/all/view/726242,2019-07-17
2019-726241,"Сморгонское районное унитарное предприятие ""Жилищно-коммунальное хозяйство""",закупка  светодиодных  светильников  уличного освещения,6 000,BLR,http://www.icetrade.by/tenders/all/view/726241,2019-07-10
2019-726240,"Баскетбольный клуб ""Минск-2006""",Закупка услуг по оформлению игровых площадок на арендуемых спортивных сооружениях согласно Официальных правил баскетбола,37 500,BLR,http://www.icetrade.by/tenders/all/view/726240,2019-07-04
2019-726239,"Государственное предприятие ""Единица""",Горбыльно-перерабатывающий станок,8 710,BLR,http://www.icetrade.by/tenders/all/view/726239,2019-07-02
2019-726238,"Государственное предприятие ""УКС Лепельского района""","выбор проектной организации привлекаемой для выполнения проектно-изыскательских работ по объекту ""Электроснабжение индивидуальной жилой застройки в д. Бор Лепельского района""",10 000,BLR,http://www.icetrade.by/tenders/all/view/726238,2019-07-10
2019-726237,"ОАО ""Гродно Азот""",закупка работ по замене металлоконструкций,0,BLR,http://www.icetrade.by/tenders/all/view/726237,2019-07-08
2019-726236,"ОАО ""Гродно Азот""",Закупка уровнемеров буйковых электрических,0,BLR,http://www.icetrade.by/tenders/all/view/726236,2019-07-23
2019-726235,"ОАО ""Зенит-БелОМО""",Закупка алюминиевого корпуса,4 200,BLR,http://www.icetrade.by/tenders/all/view/726235,2019-07-01
2019-726641,"Учреждение здравоохранения ""Витебская городская клиническая больница скорой медицинской помощи""","«Услуги по закупке системы кондиционирования с учетом установки (монтажа), наладки в УЗ «ВГКБСМП» на 2019 год»",8 000,BLR,http://www.icetrade.by/tenders/all/view/726641,2019-07-16
2019-726640,"Унитарное предприятие ""УКС Кобринского района""",выбор подрядной организации по объекту: «Реконструкция здания прачечной с инвентарным номером 140/С-30765 по ул. Советской 132/13 в г. Кобрине»,433 942,BLR,http://www.icetrade.by/tenders/all/view/726640,2019-07-26
2019-726639,Брестский государственный торгово-технологический колледж,услуга по организации питания учащихся,8 000,BLR,http://www.icetrade.by/tenders/all/view/726639,2019-07-11
2019-726638,МИНСКИЙ ГОСУДАРСТВЕННЫЙ ПТК ШВЕЙНОГО ПРОИЗВОДСТВА,Текущий  ремонт  учебного корпуса,0,BLR,http://www.icetrade.by/tenders/all/view/726638,2019-07-04
2019-726637,Национальная государственная телерадиокомпания Республики Беларусь,Закупка автомобильных шин,17 500,BLR,http://www.icetrade.by/tenders/all/view/726637,2019-07-15
2019-726636,"Учреждение здравоохранения ""Мозырская городская больница""",бензин,8 790,BLR,http://www.icetrade.by/tenders/all/view/726636,2019-07-11
2019-726635,БГУ,"Текущий ремонт аудитории № 63 в учебном корпусе БГУ по ул. К.Маркса, 31 (старый корпус)",47 352,BLR,http://www.icetrade.by/tenders/all/view/726635,2019-07-04
2019-726634,"Отдел образования, спорта и туризма Рогачёвского районного исполнительного комитета","Спортивный инвентарь (байдарки, каноэ,весла)",158 160,BLR,http://www.icetrade.by/tenders/all/view/726634,2019-07-16
2019-726633,"ГНПО ""НПЦ НАН Беларуси по биоресурсам""",Центрифуга лабораторная с бакетным и угловым роторами,30 000,BLR,http://www.icetrade.by/tenders/all/view/726633,2019-07-16
2019-726801,Мотыкальский сельисполком,запрос ценовых предложений,35 000,BLR,http://www.icetrade.by/tenders/all/view/726801,2019-07-11
2019-726800,"ЗАО ""БСБ Банк""","Осуществление добровольного медицинского страхования для работников ЗАО ""БСБ Банк""",1,BLR,http://www.icetrade.by/tenders/all/view/726800,2019-07-10
2019-726799,Гомельский государственный аграрно-экономический колледж,Приобретение новых компьютеров ПЭВМ,12 500,BLR,http://www.icetrade.by/tenders/all/view/726799,2019-07-11
2019-726798,"Военное информационное агентство ""Ваяр""",Эфирно-студийный комплекс интернет вещания (комплект),250 000,BLR,http://www.icetrade.by/tenders/all/view/726798,2019-07-16
2019-726797,ГУВД Мингорисполкома г. Минска,Автомобили легковые,102 200,BLR,http://www.icetrade.by/tenders/all/view/726797,2019-07-02
2019-726796,"ОАО ""СТРОЙТРЕСТ №4""",Переговоры по выбору поставщика фиброцементных плит в комплекте с креплением для объекта «Строительство многоквартирных   жилых домов с     инженерно-транспортной инфраструктурой и объектами социально-гарантируемого обслуживания населения  в д.Копище Боровлянского сельсовета Минского района. СОЦ».,214 749.36,BLR,http://www.icetrade.by/tenders/all/view/726796,2019-07-04
2019-726795,"Унитарное предприятие ""Жлобинметаллургстрой""",Рулонный кровельный материал,10 970,BLR,http://www.icetrade.by/tenders/all/view/726795,2019-07-02
2019-726794,Отдел по образованию Кобринского райисполкома,Закупка мясной продукции,106 700,BLR,http://www.icetrade.by/tenders/all/view/726794,2019-07-16
2019-726143,"ОАО ""МИНСКИЙ ДОМОСТРОИТЕЛЬНЫЙ КОМБИНАТ""",Закупка элементов благоустройства для комплектации объекта «Многоквартирный жилой дом со встроено-пристроенными объектами торгово-общественного назначения по ул. Купревича»,108 000,BLR,http://www.icetrade.by/tenders/all/view/726143,2019-07-01
2019-726142,"ОМТС РУП ""Могилевское отделение Белорусской железной дороги""",Закупка двигателя автобуса МАЗ 206060,20 000,BLR,http://www.icetrade.by/tenders/all/view/726142,2019-07-04
2019-726141,ДЮСШ Кореличского района,Приобретение автобуса,54 000,BLR,http://www.icetrade.by/tenders/all/view/726141,2019-07-10
2019-726140,"ОАО ""Здравушка-милк""",Сычужный ферментный препарат для производства сыра.,237 716,BLR,http://www.icetrade.by/tenders/all/view/726140,2019-07-08
2019-726139,"Коммунальное жилищно-эксплуатационное унитарное предприятие ""Рогачев""","Выбор генподрядчика на выполнение строительно-монтажных работ по объекту: «Строительство станции обезжелезивания в аг. Довск, Рогачевского района»",182 235,BLR,http://www.icetrade.by/tenders/all/view/726139,2019-07-25
2019-726138,"ОАО ""Полесьестрой""","Закупка мультимедийного оборудования для объекта «Капитальный ремонт с элементами модернизации административного здания райисполкома, ул.Гагарина, 15, 17, г.Петриков».",0,BLR,http://www.icetrade.by/tenders/all/view/726138,2019-06-28
2019-726137,БЕЛОРУССКИЙ ГОСУДАРСТВЕННЫЙ ВЕТЕРИНАРНЫЙ ЦЕНТР,Электронный аукцион на закупку химических реактивов,0,BLR,http://www.icetrade.by/tenders/all/view/726137,2019-07-10
2019-726136,"Коммунальное жилищно-эксплуатационное унитарное предприятие ""Рогачев""",выбор подрядной организации на изготовление  проектно-сметной документации по объектам,10 000,BLR,http://www.icetrade.by/tenders/all/view/726136,2019-07-03
2019-726135,ОАО «Небанковская кредитно-финансовая организация «Белинкасгрупп»,"Работы по техническому обслуживанию и ремонту инженерных систем (электроснабжения, теплоснабжения, водоснабжения, водоотведения) зданий и сооружений",0,BLR,http://www.icetrade.by/tenders/all/view/726135,2019-07-10
2019-726134,Вежновец Алеся Васильевна,Оказание автотранспортных услуг по перевозке мясной продукции,255 000,BLR,http://www.icetrade.by/tenders/all/view/726134,2019-07-04
2019-726133,Мозырский государственный профессиональный лицей геологии,"Замена двух пассажирских лифтов в здании общежития УО «Мозырский государственный профессиональный лицей геологии» расположенного по адресу: г.Мозырь, ул.Котловца М.П., д.35",10 000,BLR,http://www.icetrade.by/tenders/all/view/726133,2019-07-10
2019-726132,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи","БарМт №426/19- Расходные материалы для автоматических коагулометров серии ACL (производство Instrumentation Laboratory Co., США), реагенты и расходные материалы для биохимического анализатора ERBA XL-200",0,BLR,http://www.icetrade.by/tenders/all/view/726132,2019-07-16
2019-726328,ИК №9 управления ДИН МВД по Могилевской области,Закупка капусты белокочанной поздних сортов для длительного хранения,10 500,BLR,http://www.icetrade.by/tenders/all/view/726328,2019-07-10
